City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
391,Hambantota,LK,2021-06-02 21:02:27,6.1241,81.1185,79.63,84,99,16.04
392,Birao,CF,2021-06-02 21:02:28,10.2849,22.7882,80.06,59,74,8.34
393,Nago,JP,2021-06-02 21:02:28,26.5881,127.9761,78.87,94,100,8.12
394,Dera Ghazi Khan,PK,2021-06-02 21:02:10,30.0561,70.6348,91.85,30,13,5.59
395,Abu Samrah,SY,2021-06-02 21:02:29,35.3029,37.1841,63.86,53,0,5.08
396,Airai,TL,2021-06-02 21:01:24,-8.9266,125.4092,54.86,83,55,2.86
397,Gambela,ET,2021-06-02 21:02:29,8.25,34.5833,71.85,94,100,3.78
398,Ukiah,US,2021-06-02 21:02:29,39.1502,-123.2078,101.64,31,1,3.44
399,Morehead,US,2021-06-02 21:02:30,37.2711,-87.1764,75.83,90,90,6.91
400,Merauke,ID,2021-06-02 21:02:30,-8.4667,140.3333,76.57,89,81,11.14
401,Padang,ID,2021-06-02 21:01:27,-0.9492,100.3543,78.04,86,92,3.56
402,Noumea,NC,2021-06-02 21:00:04,-22.2763,166.4572,66.99,99,19,6.15
403,Quimper,FR,2021-06-02 21:02:30,48.0,-4.1,59.07,82,90,3.44
404,Orlik,RU,2021-06-02 21:02:31,52.5178,99.825,44.78,49,60,1.95
405,Nouadhibou,MR,2021-06-02 21:02:31,20.931,-17.0347,65.89,84,16,24.38
406,Caraquet,CA,2021-06-02 21:02:26,47.7941,-64.9386,60.22,62,48,9.35
407,Porto Velho,BR,2021-06-02 20:58:45,-8.7619,-63.9039,86.05,58,20,2.3
408,Chkalovskoye,RU,2021-06-02 21:02:32,44.8392,133.0436,57.47,93,100,6.04
409,Sur,OM,2021-06-02 21:02:32,22.5667,59.5289,93.31,39,2,10.78
410,Sao Lourenco Do Sul,BR,2021-06-02 21:02:32,-31.3653,-51.9783,57.88,73,28,6.49
411,Shelburne,CA,2021-06-02 21:00:44,44.0787,-80.2041,75.27,66,100,7.61
412,Waingapu,ID,2021-06-02 21:01:39,-9.6567,120.2641,76.01,87,4,7.31
413,Port Pirie,AU,2021-06-02 21:02:33,-33.1833,138.0167,53.69,93,1,3.94
414,Udachnyy,RU,2021-06-02 21:01:39,66.4167,112.4,62.56,57,81,4.88
415,Zyryanka,RU,2021-06-02 21:02:33,65.75,150.85,62.15,31,85,5.7
416,Ahipara,NZ,2021-06-02 21:02:34,-35.1667,173.1667,58.03,75,100,4.83
417,Palasa,IN,2021-06-02 21:02:34,18.7667,84.4167,82.06,74,0,5.44
418,Thinadhoo,MV,2021-06-02 21:01:42,0.5333,72.9333,82.33,75,57,15.99
419,Warwick,US,2021-06-02 21:02:21,41.7001,-71.4162,81.41,67,75,11.5
420,Tilichiki,RU,2021-06-02 21:02:34,60.4667,166.1,47.61,59,14,2.51
421,Polson,US,2021-06-02 21:02:35,47.6936,-114.1632,87.28,32,0,1.86
422,Bathsheba,BB,2021-06-02 21:02:35,13.2167,-59.5167,81.28,67,48,13.15
423,Hanna,CA,2021-06-02 21:02:35,51.6334,-111.9018,84.87,28,37,3.0
424,Vavozh,RU,2021-06-02 21:02:36,56.7751,51.931,45.86,78,46,6.87
425,San Ciro De Acosta,MX,2021-06-02 21:02:36,21.6333,-99.8167,83.71,47,100,15.39
426,Marana,US,2021-06-02 21:02:36,32.4367,-111.2254,103.62,10,1,11.5
427,Fremont,US,2021-06-02 21:02:31,37.5483,-121.9886,89.01,55,1,7.72
428,Raudeberg,NO,2021-06-02 21:02:37,61.9875,5.1352,64.0,67,54,11.3
429,Isagarh,IN,2021-06-02 21:02:37,24.8333,77.8833,87.46,34,25,9.82
430,Santo Antonio Do Amparo,BR,2021-06-02 21:02:37,-20.9464,-44.9189,67.12,63,40,1.28
431,Vossevangen,NO,2021-06-02 21:02:38,60.623,6.4229,63.5,53,29,4.36
432,Fort Nelson,CA,2021-06-02 21:00:07,58.8053,-122.7002,77.9,30,100,6.29
433,Cidreira,BR,2021-06-02 21:02:38,-30.1811,-50.2056,64.02,81,62,6.73
434,Atasu,KZ,2021-06-02 21:02:38,48.6814,71.6433,64.81,81,100,2.75
435,Brandenburg,DE,2021-06-02 21:02:39,52.4167,12.55,63.95,86,10,8.23
436,East London,ZA,2021-06-02 21:02:39,-33.0153,27.9116,60.44,81,79,17.81
437,Asosa,ET,2021-06-02 21:02:39,10.0667,34.5333,60.35,90,100,5.08
438,Winnemucca,US,2021-06-02 21:02:40,40.973,-117.7357,93.25,13,1,3.15
439,Katobu,ID,2021-06-02 21:02:40,-4.9408,122.5276,74.77,92,62,3.62
440,Chuy,UY,2021-06-02 21:02:40,-33.6971,-53.4616,56.01,65,63,10.49
441,Vengerovo,RU,2021-06-02 21:02:41,55.6848,76.7471,50.45,67,10,4.9
442,Baruun-Urt,MN,2021-06-02 21:02:41,46.6806,113.2792,44.4,61,92,11.1
443,Yangjiang,CN,2021-06-02 21:02:41,21.85,111.9667,80.64,93,99,6.13
444,Lata,PT,2021-06-02 21:02:41,40.1629,-8.3327,61.03,89,99,5.73
445,Antofagasta,CL,2021-06-02 21:02:42,-23.65,-70.4,65.08,72,27,4.21
446,Muborak,UZ,2021-06-02 21:02:42,39.2553,65.1528,87.94,14,0,9.48
447,Vestmannaeyjar,IS,2021-06-02 21:02:42,63.4427,-20.2734,47.39,71,0,6.91
448,Baoqing,CN,2021-06-02 21:02:43,46.3317,132.2111,57.42,92,100,13.2
449,Kisangani,CD,2021-06-02 21:02:43,0.5167,25.2,70.57,95,100,1.12
450,Nemuro,JP,2021-06-02 21:02:44,43.3236,145.575,48.63,100,100,4.43
451,Umm Kaddadah,SD,2021-06-02 21:02:44,13.6017,26.6876,91.69,32,98,13.24
452,San Angelo,US,2021-06-02 21:00:23,31.4638,-100.437,86.29,47,44,1.99
453,Laela,TZ,2021-06-02 21:02:44,-8.5667,32.05,60.78,67,79,3.02
454,Aras,ES,2021-06-02 21:02:45,42.5617,-2.356,67.8,64,0,0.78
455,Ranot,TH,2021-06-02 21:02:45,7.7777,100.3213,81.75,80,52,4.38
456,Sturgis,US,2021-06-02 21:02:45,41.7992,-85.4192,69.31,53,90,6.91
457,Muisne,EC,2021-06-02 21:02:46,0.6,-80.0333,77.9,79,93,8.99
458,Tupik,RU,2021-06-02 21:02:46,54.4253,119.9327,45.45,94,79,5.14
459,Kavieng,PG,2021-06-02 21:02:46,-2.5744,150.7967,81.07,78,98,5.28
460,Bohdan,UA,2021-06-02 21:02:47,48.0412,24.3522,49.19,93,100,3.83
461,Swift Current,CA,2021-06-02 21:00:07,50.2834,-107.8014,85.91,27,9,11.21
462,Vanimo,PG,2021-06-02 21:02:47,-2.6741,141.3028,76.62,86,96,2.84
463,Veraval,IN,2021-06-02 21:02:47,20.9,70.3667,82.67,79,1,10.65
464,Aksarka,RU,2021-06-02 21:02:48,66.5606,67.7975,34.72,70,56,13.82
465,Karratha,AU,2021-06-02 21:02:48,-20.7377,116.8463,69.94,36,100,17.6
466,Ngorongoro,TZ,2021-06-02 21:02:48,-3.2397,35.4875,49.95,80,67,3.76
467,Jackson,US,2021-06-02 20:58:35,42.4165,-122.8345,95.14,35,0,5.99
468,Ucluelet,CA,2021-06-02 20:59:49,48.9329,-125.5528,81.05,76,100,1.99
469,Coruripe,BR,2021-06-02 21:02:49,-10.1256,-36.1756,76.12,78,53,8.46
470,Puerto Madryn,AR,2021-06-02 21:02:16,-42.7692,-65.0385,51.21,48,100,9.13
471,Souillac,MU,2021-06-02 21:02:49,-20.5167,57.5167,76.35,74,52,16.89
472,Petropavlovsk-Kamchatskiy,RU,2021-06-02 21:02:50,53.0452,158.6483,45.19,66,64,6.51
473,Pangkalanbuun,ID,2021-06-02 21:02:50,-2.6833,111.6167,73.71,97,53,2.37
474,Andenes,NO,2021-06-02 21:02:12,69.3143,16.1194,52.07,87,15,4.61
475,La Reforma,MX,2021-06-02 21:02:50,25.0833,-108.05,98.74,34,14,13.09
476,Nanning,CN,2021-06-02 21:00:21,22.8167,108.3167,80.22,91,97,9.28
477,Khudumelapye,BW,2021-06-02 21:02:51,-23.8833,24.75,48.78,51,0,7.67
478,Clyde River,CA,2021-06-02 21:02:51,70.4692,-68.5914,26.83,100,90,10.36
479,Uchiza,PE,2021-06-02 21:02:52,-8.4592,-76.4633,84.33,63,94,0.78
480,Bessonovka,RU,2021-06-02 21:02:52,53.3097,45.0407,52.61,77,88,10.56
481,Axim,GH,2021-06-02 21:02:52,4.8699,-2.2405,80.64,82,100,8.61
482,Homer,US,2021-06-02 21:02:52,59.6425,-151.5483,59.07,76,93,10.0
483,Agadir,MA,2021-06-02 21:01:16,30.4202,-9.5982,66.65,74,100,0.31
484,Saint-Georges,GD,2021-06-02 21:01:12,12.0564,-61.7485,80.31,72,98,9.55
485,Vanavara,RU,2021-06-02 21:02:53,60.34,102.2797,55.13,52,1,5.17
486,San Pedro,PH,2021-06-02 21:02:53,14.35,121.0167,80.15,93,100,8.48
487,Hirara,JP,2021-06-02 21:02:54,24.8,125.2833,81.93,89,100,15.48
488,Lamu,KE,2021-06-02 21:02:54,-2.2717,40.902,78.19,80,32,13.89
489,Jiaozuo,CN,2021-06-02 21:02:54,35.2397,113.2331,72.1,54,100,6.04
490,West Milford,US,2021-06-02 21:02:55,41.1312,-74.3674,74.07,70,100,4.63
491,Hailar,CN,2021-06-02 21:02:55,49.2,119.7,46.96,82,100,7.02
492,Asadabad,IR,2021-06-02 21:02:55,34.7824,48.1185,66.2,29,0,2.44
493,Bon Accord,CA,2021-06-02 21:01:03,53.8335,-113.4187,85.62,41,89,5.84
494,Lethem,GY,2021-06-02 21:02:56,3.3803,-59.7968,84.29,74,68,2.8
495,Flinders,AU,2021-06-02 21:02:56,-34.5833,150.8552,58.37,82,100,4.03
496,Riwaka,NZ,2021-06-02 21:02:56,-41.0833,173.0,48.6,75,1,3.58
497,Caravelas,BR,2021-06-02 21:02:57,-17.7125,-39.2481,73.6,83,95,5.53
498,Turbat,PK,2021-06-02 21:02:57,26.0023,63.044,84.94,72,0,4.97
499,Hobyo,SO,2021-06-02 21:02:57,5.3505,48.5268,78.42,85,57,20.94
500,Huilong,CN,2021-06-02 21:02:58,31.8111,121.655,73.04,98,100,3.65
501,Oranjemund,NA,2021-06-02 21:02:09,-28.55,16.4333,59.14,52,0,8.77
502,Berlevag,NO,2021-06-02 21:02:58,70.8578,29.0864,55.2,65,6,9.66
503,Morgan City,US,2021-06-02 21:02:58,29.6994,-91.2068,87.8,74,75,8.88
504,Kulhudhuffushi,MV,2021-06-02 21:02:59,6.6221,73.07,82.67,76,74,20.49
505,Peace River,CA,2021-06-02 21:00:58,56.2501,-117.286,79.38,40,84,11.81
506,Oksfjord,NO,2021-06-02 21:02:59,70.2396,22.3479,55.47,58,9,0.36
507,Baghdad,IQ,2021-06-02 20:58:49,33.3406,44.4009,89.51,22,0,17.25
508,Mecca,SA,2021-06-02 21:02:51,21.4267,39.8261,94.53,24,38,3.69
509,Te Anau,NZ,2021-06-02 21:03:00,-45.4167,167.7167,43.27,93,59,1.72
510,Tazovskiy,RU,2021-06-02 21:03:00,67.4667,78.7,34.21,74,99,5.93
511,Quzhou,CN,2021-06-02 21:03:00,28.9594,118.8686,74.23,96,76,3.87
512,Tonj,SS,2021-06-02 21:03:01,7.2737,28.6822,78.3,68,100,3.78
513,Kitimat,CA,2021-06-02 21:03:01,54.0524,-128.6534,57.9,97,100,4.38
514,Luderitz,NA,2021-06-02 21:01:31,-26.6481,15.1594,67.37,29,0,16.42
515,Boa Vista,BR,2021-06-02 21:03:02,2.8197,-60.6733,91.38,46,75,3.44
516,Metro,ID,2021-06-02 21:03:02,-5.1131,105.3067,75.04,89,100,4.25
517,Kohlu,PK,2021-06-02 21:03:02,29.8962,69.252,81.34,37,0,1.21
518,Excelsior Springs,US,2021-06-02 21:02:31,39.3392,-94.2261,76.69,60,73,4.52
519,Yatou,CN,2021-06-02 21:03:03,37.15,122.3833,62.58,96,100,8.01
520,Gazli,UZ,2021-06-02 21:03:03,40.1333,63.45,89.42,20,0,10.98
521,Krasnogorodsk,RU,2021-06-02 21:03:03,56.8357,28.2822,54.48,73,50,4.12
522,Sencha,UA,2021-06-02 21:03:04,50.2548,33.346,54.72,77,100,15.79
523,Saint George,US,2021-06-02 20:59:56,37.1041,-113.5841,104.63,10,61,4.0
524,Mason City,US,2021-06-02 20:59:27,43.1536,-93.201,82.67,50,47,2.89
525,Palizada,MX,2021-06-02 21:03:05,18.25,-92.0833,98.96,26,61,8.16
526,Kamyshin,RU,2021-06-02 21:03:05,50.0983,45.416,60.1,85,100,15.28
527,Iskitim,RU,2021-06-02 21:03:05,54.6366,83.3045,57.25,94,91,6.87
528,Luau,AO,2021-06-02 21:03:06,-10.7073,22.2247,62.33,45,16,3.94
529,Bambanglipuro,ID,2021-06-02 21:03:06,-7.95,110.2833,61.61,90,17,4.05
530,Kangaatsiaq,GL,2021-06-02 21:03:06,68.3065,-53.4641,36.86,72,17,6.24
531,Tabou,CI,2021-06-02 21:03:06,4.423,-7.3528,79.68,83,33,7.94
532,Tabas,IR,2021-06-02 21:03:07,33.5959,56.9244,94.55,10,0,6.22
533,Hami,CN,2021-06-02 21:03:07,42.8,93.45,74.05,9,0,12.44
534,San Cristobal,VE,2021-06-02 21:03:07,7.7669,-72.225,76.96,69,90,3.47
535,Buraydah,SA,2021-06-02 21:03:08,26.326,43.975,93.47,11,2,6.89
536,Taoudenni,ML,2021-06-02 21:03:08,22.6783,-3.9836,104.07,10,58,11.01
537,Tombouctou,ML,2021-06-02 21:03:08,20.0,-3.0,98.24,8,16,9.44
538,Antalaha,MG,2021-06-02 21:03:09,-14.9003,50.2788,71.13,87,97,6.64
539,Cirebon,ID,2021-06-02 21:03:09,-6.7063,108.557,78.58,82,33,4.54
540,Puerto Del Rosario,ES,2021-06-02 21:03:09,28.5004,-13.8627,69.55,73,20,10.36
541,Marzuq,YE,2021-06-02 21:03:10,14.4,46.4667,78.53,52,100,3.67
542,Anantapur,IN,2021-06-02 21:03:10,14.6833,77.6,83.53,65,100,9.1
543,Whitehorse,CA,2021-06-02 21:00:07,60.7161,-135.0538,57.02,62,100,13.0
544,Camacupa,AO,2021-06-02 21:03:10,-12.0167,17.4833,58.41,41,18,3.8
545,Ayagoz,KZ,2021-06-02 21:03:11,47.9714,80.4392,66.54,50,33,5.32
546,Itarema,BR,2021-06-02 21:03:11,-2.9248,-39.9167,79.84,78,8,13.0
547,Mbanza-Ngungu,CD,2021-06-02 21:03:11,-5.25,14.8667,69.44,81,4,2.66
548,Hay River,CA,2021-06-02 21:00:08,60.8156,-115.7999,60.8,63,100,9.22
549,Arroio Grande,BR,2021-06-02 21:03:12,-32.2375,-53.0869,58.26,73,2,6.17
550,Dubbo,AU,2021-06-02 21:02:42,-32.25,148.6167,55.53,94,75,5.75
551,Kloulklubed,PW,2021-06-02 21:03:12,7.0419,134.2556,77.5,75,54,5.99
552,Rawson,AR,2021-06-02 21:01:00,-43.3002,-65.1023,48.81,54,100,8.97
553,Jining,CN,2021-06-02 21:03:12,35.405,116.5814,73.0,1,100,2.44
554,Itainopolis,BR,2021-06-02 21:03:13,-7.4469,-41.4783,92.16,28,59,7.38
555,Williams Lake,CA,2021-06-02 21:03:14,52.1415,-122.1445,75.22,25,100,5.01
556,Olafsvik,IS,2021-06-02 21:03:14,64.8945,-23.7142,45.16,78,42,9.51
557,Mangan,IN,2021-06-02 21:03:14,27.5167,88.5333,72.48,89,100,2.21
558,Loukhi,RU,2021-06-02 21:03:15,66.0764,33.0381,56.14,65,95,4.74
559,Jalalabad,AF,2021-06-02 21:01:39,34.4265,70.4515,84.97,29,0,1.57
560,Ishigaki,JP,2021-06-02 21:03:15,24.3448,124.1572,82.6,86,98,15.79
561,Huanan,CN,2021-06-02 21:03:15,46.2167,130.5167,58.35,92,99,8.52
562,Dinar,TR,2021-06-02 21:03:16,38.065,30.1656,57.16,64,7,3.31
563,Raga,SS,2021-06-02 21:03:16,8.4596,25.678,72.97,78,100,4.32
564,Xining,CN,2021-06-02 21:03:16,36.6167,101.7667,49.23,59,100,1.81
565,Hovd,MN,2021-06-02 21:03:17,48.0056,91.6419,61.47,35,26,4.94
566,Roald,NO,2021-06-02 21:03:17,62.5833,6.1333,63.16,67,0,8.05
567,Puerto Escondido,MX,2021-06-02 21:03:17,15.85,-97.0667,87.98,64,25,8.7
568,San Patricio,US,2021-06-02 21:02:24,28.017,-97.5169,91.49,62,48,11.97
569,Idritsa,RU,2021-06-02 21:03:18,56.3316,28.8988,56.03,70,100,4.43
570,Conneaut,US,2021-06-02 21:03:18,41.9476,-80.5542,70.92,89,100,4.52
571,Neuquen,AR,2021-06-02 21:03:19,-38.9516,-68.0591,57.4,41,90,5.3
572,Wuning,CN,2021-06-02 21:03:19,29.2589,120.2311,72.77,99,72,2.64
573,Ambon,ID,2021-06-02 21:03:19,-3.6954,128.1814,79.34,86,77,7.61
574,Pulandian,CN,2021-06-02 21:03:20,39.3953,121.9669,64.53,97,100,2.89
575,Bras-Panon,RE,2021-06-02 21:03:20,-20.9967,55.6782,73.06,80,99,14.72
576,Osakarovka,KZ,2021-06-02 21:03:20,50.565,72.5692,63.28,84,100,13.4
577,Wismar,DE,2021-06-02 21:03:21,53.9,11.4667,63.48,91,92,12.44
578,Jacareacanga,BR,2021-06-02 21:03:21,-6.2222,-57.7528,86.0,55,4,2.46
579,Roblin,CA,2021-06-02 21:00:44,51.23,-101.3565,80.37,42,68,15.88
580,Sola,VU,2021-06-02 21:01:15,-13.8833,167.55,79.52,80,100,25.26
581,Baoning,CN,2021-06-02 21:02:26,25.3378,110.026,76.15,99,99,1.36
582,Phan Thiet,VN,2021-06-02 21:03:22,10.9333,108.1,79.16,89,97,7.27
583,Zhigansk,RU,2021-06-02 21:03:22,66.7697,123.3711,56.89,73,100,13.78
584,Assiniboia,CA,2021-06-02 21:03:23,49.6334,-105.9845,86.29,24,31,11.63
585,Tessalit,ML,2021-06-02 21:03:23,20.1986,1.0114,98.02,7,36,2.95
586,Rusape,ZW,2021-06-02 21:03:23,-18.5278,32.1284,55.42,82,60,2.86
587,Cairns,AU,2021-06-02 21:03:24,-16.9167,145.7667,66.15,94,80,4.61
